term,pinyin,cleaned_pinyin,updated_pinyin
掀动,xiāndòng,xiāndòng,xiān dòng
呈献,chéngxiàn,chéngxiàn,chéng xiàn
铅印,qiānyìn,qiānyìn,qiān yìn
塞责,sèzé,sèzé,sè zé
做鬼,zuòguǐ,zuòguǐ,zuò guǐ
家长制,jiāzhǎngzhì,jiāzhǎngzhì,jiā zhǎng zhì
原地踏步,yuándì-tàbù,yuándì tàbù,yuán dì tà bù
夜工,yègōng,yègōng,yè gōng
光标,guāngbiāo,guāngbiāo,guāng biāo
负罪,fùzuì,fùzuì,fù zuì
外财,wàicái,wàicái,wài cái
放毒,fàngdú,fàngdú,fàng dú
淤塞,yūsè,yūsè,yū sè
螺钉,luódīng,luódīng,luó dīng
游鱼,yóuyú,yóuyú,yóu yú
小夫妻,xiǎofūqī,xiǎofūqī,xiǎo fū qī
单发,dānfā,dānfā,dān fā
倾角,qīngjiǎo,qīngjiǎo,qīng jiǎo
差役,chāiyì,chāiyì,chāi yì
手松,shǒusōng,shǒusōng,shǒu sōng
封皮,fēngpí,fēngpí,fēng pí
坦陈,tǎnchén,tǎnchén,tǎn chén
二重性,èrchóngxìng,èrchóngxìng,èr chóng xìng
马赛克,mǎsàikè,mǎsàikè,mǎ sài kè
棕榈油,zōnglǘyóu,zōnglǘyóu,zōng lǘ yóu
不学无术,bùxué-wúshù,bùxué wúshù,bù xué wú shù
欢声雷动,huānshēng-léidòng,huānshēng léidòng,huān shēng léi dòng
入情入理,rùqíng-rùlǐ,rùqíng rùlǐ,rù qíng rù lǐ
心驰神往,xīnchí-shénwǎng,xīnchí shénwǎng,xīn chí shén wǎng
读后感,dúhòugǎn,dúhòugǎn,dú hòu gǎn
老掉牙,lǎodiàoyá,lǎodiàoyá,lǎo diào yá
一穷二白,yīqióng-èrbái,yīqióng èrbái,yī qióng èr bái
温情脉脉,wēnqíng-mòmò,wēnqíng mòmò,wēn qíng mò mò
歌子,gēzi,gēzi,gē zi
心狠手辣,xīnhěn-shǒulà,xīnhěn shǒulà,xīn hěn shǒu là
旱冰,hànbīng,hànbīng,hàn bīng
死期,sǐqī,sǐqī,sǐ qī
列位,lièwèi,lièwèi,liè wèi
姿容,zīróng,zīróng,zī róng
至交,zhìjiāo,zhìjiāo,zhì jiāo
贪吃,tānchī,tānchī,tān chī
云锦,yúnjǐn,yúnjǐn,yún jǐn
蜂巢,fēngcháo,fēngcháo,fēng cháo
黏液,niányè,niányè,nián yè
猿猴,yuánhóu,yuánhóu,yuán hóu
涟涟,liánlián,liánlián,lián lián
自残,zìcán,zìcán,zì cán
抛掷,pāozhì,pāozhì,pāo zhì
式子,shìzi,shìzi,shì zi
雪糕,xuěgāo,xuěgāo,xuě gāo
正餐,zhèngcān,zhèngcān,zhèng cān
钟馗,zhōngkuí,zhōngkuí,zhōng kuí
暖瓶,nuǎnpíng,nuǎnpíng,nuǎn píng
子嗣,zǐsì,zǐsì,zǐ sì
误杀,wùshā,wùshā,wù shā
滚圆,gǔnyuán,gǔnyuán,gǔn yuán
斑纹,bānwén,bānwén,bān wén
查账,cházhàng,cházhàng,chá zhàng
清癯,qīngqú,qīngqú,qīng qú
叫屈,jiàoqū,jiàoqū,jiào qū
摘登,zhāidēng,zhāidēng,zhāi dēng
渔翁,yúwēng,yúwēng,yú wēng
账本,zhàngběn,zhàngběn,zhàng běn
毛坯,máopī,máopī,máo pī
自伤,zìshāng,zìshāng,zì shāng
濒死,bīnsǐ,bīnsǐ,bīn sǐ
芥菜,jiècài,jiècài,jiè cài
不以为意,bùyǐwéiyì,bùyǐwéiyì,bù yǐ wéi yì
置于死地,zhìyú-sǐdì,zhìyú sǐdì,zhì yú sǐ dì
伴同,bàntóng,bàntóng,bàn tóng
漫无边际,mànwúbiānjì,mànwúbiānjì,màn wú biān jì
扫地出门,sǎodì-chūmén,sǎodì chūmén,sǎo dì chū mén
站牌,zhànpái,zhànpái,zhàn pái
粗茶淡饭,cūchá-dànfàn,cūchá dànfàn,cū chá dàn fàn
不修边幅,bùxiū-biānfú,bùxiū biānfú,bù xiū biān fú
柳编,liǔbiān,liǔbiān,liǔ biān
霉烂,méilàn,méilàn,méi làn
嗤笑,chīxiào,chīxiào,chī xiào
雷打不动,léidǎ-bùdòng,léidǎ bùdòng,léi dǎ bù dòng
擦边球,cābiānqiú,cābiānqiú,cā biān qiú
钦敬,qīnjìng,qīnjìng,qīn jìng
曾孙,zēngsūn,zēngsūn,zēng sūn
自高自大,zìgāo-zìdà,zìgāo zìdà,zì gāo zì dà
亲族,qīnzú,qīnzú,qīn zú
哀婉,āiwǎn,āiwǎn,āi wǎn
相许,xiāngxǔ,xiāngxǔ,xiāng xǔ
晕船,yùnchuán,yùnchuán,yùn chuán
下辈,xiàbèi,xiàbèi,xià bèi
复写,fùxiě,fùxiě,fù xiě
离岛,lídǎo,lídǎo,lí dǎo
内争,nèizhēng,nèizhēng,nèi zhēng
表面化,biǎomiànhuà,biǎomiànhuà,biǎo miàn huà
线头,xiàntóu,xiàntóu,xiàn tóu
美滋滋,měizīzī,měizīzī,měi zī zī
具文,jùwén,jùwén,jù wén
瓣膜,bànmó,bànmó,bàn mó
授旗,shòuqí,shòuqí,shòu qí
电子图书,diànzǐ túshū,diànzǐ túshū,diàn zǐ tú shū
各执一词,gèzhíyīcí,gèzhíyīcí,gè zhí yī cí
女人家,nǚrénjia,nǚrénjia,nǚ rén jia
七窍,qīqiào,qīqiào,qī qiào
药粉,yàofěn,yàofěn,yào fěn
绝对真理,juéduì zhēnlǐ,juéduì zhēnlǐ,jué duì zhēn lǐ
道贺,dàohè,dàohè,dào hè
合抱,hébào,hébào,hé bào
贺年卡,hèniánkǎ,hèniánkǎ,hè nián kǎ
洋洋自得,yángyáng-zìdé,yángyáng zìdé,yáng yáng zì dé
直流电,zhíliúdiàn,zhíliúdiàn,zhí liú diàn
三长两短,sāncháng-liǎngduǎn,sāncháng liǎngduǎn,sān cháng liǎng duǎn
红扑扑,hóngpūpū,hóngpūpū,hóng pū pū
小褂,xiǎoguà,xiǎoguà,xiǎo guà
兑取,duìqǔ,duìqǔ,duì qǔ
包片儿,bāopiànr,bāopiànr,bāo piàn er
赠礼,zènglǐ,zènglǐ,zèng lǐ
唱反调,chàngfǎndiào,chàngfǎndiào,chàng fǎn diào
疑神疑鬼,yíshén-yíguǐ,yíshén yíguǐ,yí shén yí guǐ
残年,cánnián,cánnián,cán nián
打靶,dǎbǎ,dǎbǎ,dǎ bǎ
金店,jīndiàn,jīndiàn,jīn diàn
帅气,shuàiqi,shuàiqi,shuài qi
自绝,zìjué,zìjué,zì jué
不劳而获,bùláo'érhuò,bùláo érhuò,bù láo ér huò
无坚不摧,wújiān-bùcuī,wújiān bùcuī,wú jiān bù cuī
叹词,tàncí,tàncí,tàn cí
粮区,liángqū,liángqū,liáng qū
残迹,cánjì,cánjì,cán jì
委培,wěipéi,wěipéi,wěi péi
陈情,chénqíng,chénqíng,chén qíng
警风,jǐngfēng,jǐngfēng,jǐng fēng
奇文,qíwén,qíwén,qí wén
蟠龙,pánlóng,pánlóng,pán lóng
热炒,rèchǎo,rèchǎo,rè chǎo
胯下,kuàxià,kuàxià,kuà xià
干爹,gāndiē,gāndiē,gān diē
谙熟,ānshú,ānshú,ān shú
地震波,dìzhènbō,dìzhènbō,dì zhèn bō
冰鞋,bīngxié,bīngxié,bīng xié
中耳,zhōng'ěr,zhōng ěr,zhōng ěr
鄙弃,bǐqì,bǐqì,bǐ qì
熟记,shújì,shújì,shú jì
软硬兼施,ruǎnyìng-jiānshī,ruǎnyìng jiānshī,ruǎn yìng jiān shī
重判,zhòngpàn,zhòngpàn,zhòng pàn
钟摆,zhōngbǎi,zhōngbǎi,zhōng bǎi
美餐,měicān,měicān,měi cān
歪歪扭扭,wāiwāi-niǔniǔ,wāiwāi niǔniǔ,wāi wāi niǔ niǔ
脱皮,tuōpí,tuōpí,tuō pí
硬邦邦,yìngbāngbāng,yìngbāngbāng,yìng bāng bāng
灰飞烟灭,huīfēi-yānmiè,huīfēi yānmiè,huī fēi yān miè
电路板,diànlùbǎn,diànlùbǎn,diàn lù bǎn
多如牛毛,duōrúniúmáo,duōrúniúmáo,duō rú niú máo
金刚经,jīngāngjīng,jīngāngjīng,jīn gāng jīng
同病相怜,tóngbìng-xiānglián,tóngbìng xiānglián,tóng bìng xiāng lián
硬卧,yìngwò,yìngwò,yìng wò
闪光点,shǎnguāngdiǎn,shǎnguāngdiǎn,shǎn guāng diǎn
凝练,níngliàn,níngliàn,níng liàn
石级,shíjí,shíjí,shí jí
笨手笨脚,bènshǒu-bènjiǎo,bènshǒu bènjiǎo,bèn shǒu bèn jiǎo
芳菲,fāngfēi,fāngfēi,fāng fēi
帽檐,màoyán,màoyán,mào yán
剪接,jiǎnjiē,jiǎnjiē,jiǎn jiē
神异,shényì,shényì,shén yì
铁砧,tiězhēn,tiězhēn,tiě zhēn
勤学苦练,qínxué-kǔliàn,qínxué kǔliàn,qín xué kǔ liàn
流质,liúzhì,liúzhì,liú zhì
炮舰,pàojiàn,pàojiàn,pào jiàn
伪币,wěibì,wěibì,wěi bì
证婚,zhènghūn,zhènghūn,zhèng hūn
拿来主义,nálái zhǔyì,nálái zhǔyì,ná lái zhǔ yì
穷根,qiónggēn,qiónggēn,qióng gēn
慢车,mànchē,mànchē,màn chē
书案,shū'àn,shū àn,shū àn
野战医院,yězhàn yīyuàn,yězhàn yīyuàn,yě zhàn yī yuàn
气垫,qìdiàn,qìdiàn,qì diàn
四平八稳,sìpíng-bāwěn,sìpíng bāwěn,sì píng bā wěn
语焉不详,yǔyān-bùxiáng,yǔyān bùxiáng,yǔ yān bù xiáng
皱褶,zhòuzhě,zhòuzhě,zhòu zhě
红红绿绿,hónghóng-lǜlǜ,hónghóng lǜlǜ,hóng hóng lǜ lǜ
丧志,sàngzhì,sàngzhì,sàng zhì
屏气,bǐngqì,bǐngqì,bǐng qì
橙汁,chéngzhī,chéngzhī,chéng zhī
败笔,bàibǐ,bàibǐ,bài bǐ
农贷,nóngdài,nóngdài,nóng dài
痛快淋漓,tòngkuài-línlí,tòngkuài línlí,tòng kuài lín lí
仇家,chóujiā,chóujiā,chóu jiā
回师,huíshī,huíshī,huí shī
证章,zhèngzhāng,zhèngzhāng,zhèng zhāng
双簧,shuānghuáng,shuānghuáng,shuāng huáng
欧化,ōuhuà,ōuhuà,ōu huà
吹鼓手,chuīgǔshǒu,chuīgǔshǒu,chuī gǔ shǒu
寻亲,xúnqīn,xúnqīn,xún qīn
吐口,tǔkǒu,tǔkǒu,tǔ kǒu
瘦骨嶙峋,shòugǔ-línxún,shòugǔ línxún,shòu gǔ lín xún
共商国是,gòngshāng guóshì,gòngshāng guóshì,gòng shāng guó shì
援款,yuánkuǎn,yuánkuǎn,yuán kuǎn
牵牛花,qiānniúhuā,qiānniúhuā,qiān niú huā
愧色,kuìsè,kuìsè,kuì sè
般配,bānpèi,bānpèi,bān pèi
房梁,fángliáng,fángliáng,fáng liáng
吐字,tǔzì,tǔzì,tǔ zì
皇历,huángli,huángli,huáng li
尊长,zūnzhǎng,zūnzhǎng,zūn zhǎng
没说的,méishuōde,méishuōde,méi shuō de
虎威,hǔwēi,hǔwēi,hǔ wēi
香醇,xiāngchún,xiāngchún,xiāng chún
屯田,túntián,túntián,tún tián
玲珑剔透,línglóng-tītòu,línglóng tītòu,líng lóng tī tòu
安适,ānshì,ānshì,ān shì
虎狼,hǔláng,hǔláng,hǔ láng
创痛,chuāngtòng,chuāngtòng,chuāng tòng
大动干戈,dàdòng-gāngē,dàdòng gāngē,dà dòng gān gē
路政,lùzhèng,lùzhèng,lù zhèng
嘉许,jiāxǔ,jiāxǔ,jiā xǔ
精义,jīngyì,jīngyì,jīng yì
签到,qiāndào,qiāndào,qiān dào
砸锅,záguō,záguō,zá guō
熙来攘往,xīlái-rǎngwǎng,xīlái rǎngwǎng,xī lái rǎng wǎng
两面派,liǎngmiànpài,liǎngmiànpài,liǎng miàn pài
红艳艳,hóngyànyàn,hóngyànyàn,hóng yàn yàn
吸力,xīlì,xīlì,xī lì
捐弃,juānqì,juānqì,juān qì
看轻,kànqīng,kànqīng,kàn qīng
钳制,qiánzhì,qiánzhì,qián zhì
傻眼,shǎyǎn,shǎyǎn,shǎ yǎn
毛豆,máodòu,máodòu,máo dòu
受寒,shòuhán,shòuhán,shòu hán
地角,dìjiǎo,dìjiǎo,dì jiǎo
自吹自擂,zìchuī-zìléi,zìchuī zìléi,zì chuī zì léi
田鸡,tiánjī,tiánjī,tián jī
难舍难分,nánshě-nánfēn,nánshě nánfēn,nán shě nán fēn
珠算,zhūsuàn,zhūsuàn,zhū suàn
残雪,cánxuě,cánxuě,cán xuě
黄毒,huángdú,huángdú,huáng dú
烧锅,shāoguō,shāoguō,shāo guō
烧锅,shāoguo,shāoguo,shāo guo
导热,dǎorè,dǎorè,dǎo rè
喜不自禁,xǐbùzìjīn,xǐbùzìjīn,xǐ bù zì jīn
黑瘦,hēishòu,hēishòu,hēi shòu
乌梅,wūméi,wūméi,wū méi
对口相声,duìkǒu xiàngsheng,duìkǒu xiàngsheng,duì kǒu xiàng sheng
理所应当,lǐsuǒyīngdāng,lǐsuǒyīngdāng,lǐ suǒ yīng dāng
晚育,wǎnyù,wǎnyù,wǎn yù
公休,gōngxiū,gōngxiū,gōng xiū
呼哧,hūchī,hūchī,hū chī
皮囊,pínáng,pínáng,pí náng
车棚,chēpéng,chēpéng,chē péng
戒除,jièchú,jièchú,jiè chú
保藏,bǎocáng,bǎocáng,bǎo cáng
花烛,huāzhú,huāzhú,huā zhú
南辕北辙,nányuán-běizhé,nányuán běizhé,nán yuán běi zhé
高等动物,gāoděng dòngwù,gāoděng dòngwù,gāo děng dòng wù
说来话长,shuōlái-huàcháng,shuōlái huàcháng,shuō lái huà cháng
细枝末节,xìzhī-mòjié,xìzhī mòjié,xì zhī mò jié
正儿八经,zhèng'érbājīng,zhèng érbājīng,zhèng ér bā jīng
扳手,bānshou,bānshou,bān shou
纵横捭阖,zònghéng-bǎihé,zònghéng bǎihé,zòng héng bǎi hé
女眷,nǚjuàn,nǚjuàn,nǚ juàn
足金,zújīn,zújīn,zú jīn
上唇,shàngchún,shàngchún,shàng chún
设伏,shèfú,shèfú,shè fú
明争暗斗,míngzhēng-àndòu,míngzhēng àndòu,míng zhēng àn dòu
雪景,xuějǐng,xuějǐng,xuě jǐng
防暑,fángshǔ,fángshǔ,fáng shǔ
闲居,xiánjū,xiánjū,xián jū
闻风丧胆,wénfēng-sàngdǎn,wénfēng sàngdǎn,wén fēng sàng dǎn
戕害,qiānghài,qiānghài,qiāng hài
试营业,shìyíngyè,shìyíngyè,shì yíng yè
砚台,yàntai,yàntai,yàn tai
开诊,kāizhěn,kāizhěn,kāi zhěn
写家,xiějiā,xiějiā,xiě jiā
爬升,páshēng,páshēng,pá shēng
丝巾,sījīn,sījīn,sī jīn
风向标,fēngxiàngbiāo,fēngxiàngbiāo,fēng xiàng biāo
蜗居,wōjū,wōjū,wō jū
返老还童,fǎnlǎo-huántóng,fǎnlǎo huántóng,fǎn lǎo huán tóng
琴键,qínjiàn,qínjiàn,qín jiàn
传艺,chuányì,chuányì,chuán yì
义正词严,yìzhèng-cíyán,yìzhèng cíyán,yì zhèng cí yán
比例尺,bǐlìchǐ,bǐlìchǐ,bǐ lì chǐ
杀身之祸,shāshēnzhīhuò,shāshēnzhīhuò,shā shēn zhī huò
血肉相连,xuèròu-xiānglián,xuèròu xiānglián,xuè ròu xiāng lián
返照,fǎnzhào,fǎnzhào,fǎn zhào
竹器,zhúqì,zhúqì,zhú qì
转弯抹角,zhuǎnwān-mòjiǎo,zhuǎnwān mòjiǎo,zhuǎn wān mò jiǎo
姣好,jiāohǎo,jiāohǎo,jiāo hǎo
套近乎,tàojìnhu,tàojìnhu,tào jìn hu
乌合之众,wūhézhīzhòng,wūhézhīzhòng,wū hé zhī zhòng
阳奉阴违,yángfèng-yīnwéi,yángfèng yīnwéi,yáng fèng yīn wéi
使眼色,shǐyǎnsè,shǐyǎnsè,shǐ yǎn sè
煽情,shānqíng,shānqíng,shān qíng
抗命,kàngmìng,kàngmìng,kàng mìng
吏治,lìzhì,lìzhì,lì zhì
成竹在胸,chéngzhú-zàixiōng,chéngzhú zàixiōng,chéng zhú zài xiōng
讣告,fùgào,fùgào,fù gào
空余,kòngyú,kòngyú,kòng yú
土司,tǔsī,tǔsī,tǔ sī
盗匪,dàofěi,dàofěi,dào fěi
减损,jiǎnsǔn,jiǎnsǔn,jiǎn sǔn
提单,tídān,tídān,tí dān
刊用,kānyòng,kānyòng,kān yòng
门环,ménhuán,ménhuán,mén huán
园田,yuántián,yuántián,yuán tián
等温,děngwēn,děngwēn,děng wēn
影踪,yǐngzōng,yǐngzōng,yǐng zōng
小修,xiǎoxiū,xiǎoxiū,xiǎo xiū
学监,xuéjiān,xuéjiān,xué jiān
指证,zhǐzhèng,zhǐzhèng,zhǐ zhèng
隘口,àikǒu,àikǒu,ài kǒu
度日如年,dùrì-rúnián,dùrì rúnián,dù rì rú nián
抑止,yìzhǐ,yìzhǐ,yì zhǐ
寡母,guǎmǔ,guǎmǔ,guǎ mǔ
麦粒,màilì,màilì,mài lì
钢索,gāngsuǒ,gāngsuǒ,gāng suǒ
饶命,ráomìng,ráomìng,ráo mìng
扮相,bànxiàng,bànxiàng,bàn xiàng
经售,jīngshòu,jīngshòu,jīng shòu
铁嘴,tiězuǐ,tiězuǐ,tiě zuǐ
俗不可耐,súbùkěnài,súbùkěnài,sú bù kě nài
眉心,méixīn,méixīn,méi xīn
导语,dǎoyǔ,dǎoyǔ,dǎo yǔ
石竹,shízhú,shízhú,shí zhú
妖艳,yāoyàn,yāoyàn,yāo yàn
鸟枪,niǎoqiāng,niǎoqiāng,niǎo qiāng
人工流产,réngōng liúchǎn,réngōng liúchǎn,rén gōng liú chǎn
吉庆,jíqìng,jíqìng,jí qìng
厮混,sīhùn,sīhùn,sī hùn
租税,zūshuì,zūshuì,zū shuì
谈天说地,tántiān-shuōdì,tántiān shuōdì,tán tiān shuō dì
执棒,zhíbàng,zhíbàng,zhí bàng
咂嘴,zāzuǐ,zāzuǐ,zā zuǐ
作梗,zuògěng,zuògěng,zuò gěng
硬木,yìngmù,yìngmù,yìng mù
名宿,míngsù,míngsù,míng sù
戏校,xìxiào,xìxiào,xì xiào
针织品,zhēnzhīpǐn,zhēnzhīpǐn,zhēn zhī pǐn
篓子,lǒuzi,lǒuzi,lǒu zi
行令,xínglìng,xínglìng,xíng lìng
宝典,bǎodiǎn,bǎodiǎn,bǎo diǎn
磷脂,línzhī,línzhī,lín zhī
变局,biànjú,biànjú,biàn jú
误食,wùshí,wùshí,wù shí
仗义执言,zhàngyì-zhíyán,zhàngyì zhíyán,zhàng yì zhí yán
一路顺风,yīlù-shùnfēng,yīlù shùnfēng,yī lù shùn fēng
西王母,xīwángmǔ,xīwángmǔ,xī wáng mǔ
册页,cèyè,cèyè,cè yè
开禁,kāijìn,kāijìn,kāi jìn
测度,cèduó,cèduó,cè duó
共赴,gòngfù,gòngfù,gòng fù
荣归,róngguī,róngguī,róng guī
国魂,guóhún,guóhún,guó hún
正品,zhèngpǐn,zhèngpǐn,zhèng pǐn
重圆,chóngyuán,chóngyuán,chóng yuán
老脸,lǎoliǎn,lǎoliǎn,lǎo liǎn
公推,gōngtuī,gōngtuī,gōng tuī
内奸,nèijiān,nèijiān,nèi jiān
尖细,jiānxì,jiānxì,jiān xì
提亲,tíqīn,tíqīn,tí qīn
附表,fùbiǎo,fùbiǎo,fù biǎo
配伍,pèiwǔ,pèiwǔ,pèi wǔ
乌鸡,wūjī,wūjī,wū jī
守节,shǒujié,shǒujié,shǒu jié
眼热,yǎnrè,yǎnrè,yǎn rè
深谈,shēntán,shēntán,shēn tán
山炮,shānpào,shānpào,shān pào
蛰伏,zhéfú,zhéfú,zhé fú
纯美,chúnměi,chúnměi,chún měi
影带,yǐngdài,yǐngdài,yǐng dài
起止,qǐzhǐ,qǐzhǐ,qǐ zhǐ
图版,túbǎn,túbǎn,tú bǎn
家宅,jiāzhái,jiāzhái,jiā zhái
干饭,gānfàn,gānfàn,gān fàn
取景,qǔjǐng,qǔjǐng,qǔ jǐng
注文,zhùwén,zhùwén,zhù wén
天车,tiānchē,tiānchē,tiān chē
猎鹰,lièyīng,lièyīng,liè yīng
竞渡,jìngdù,jìngdù,jìng dù
售罄,shòuqìng,shòuqìng,shòu qìng
发狠,fāhěn,fāhěn,fā hěn
花果山,huāguǒshān,huāguǒshān,huā guǒ shān
刮胡子,guāhúzi,guāhúzi,guā hú zi
抵得上,dǐdeshàng,dǐdeshàng,dǐ de shàng
宿命论,sùmìnglùn,sùmìnglùn,sù mìng lùn
气轮机,qìlúnjī,qìlúnjī,qì lún jī
亮闪闪,liàngshǎnshǎn,liàngshǎnshǎn,liàng shǎn shǎn
童养媳,tóngyǎngxí,tóngyǎngxí,tóng yǎng xí
通信员,tōngxìnyuán,tōngxìnyuán,tōng xìn yuán
神清气爽,shénqīng-qìshuǎng,shénqīng qìshuǎng,shén qīng qì shuǎng
春寒料峭,chūnhán-liàoqiào,chūnhán liàoqiào,chūn hán liào qiào
白马王子,báimǎ wángzǐ,báimǎ wángzǐ,bái mǎ wáng zǐ
落荒而逃,luòhuāng'értáo,luòhuāng értáo,luò huāng ér táo
闭门造车,bìmén-zàochē,bìmén zàochē,bì mén zào chē
以暴易暴,yǐbào-yìbào,yǐbào yìbào,yǐ bào yì bào
彪形大汉,biāoxíng-dàhàn,biāoxíng dàhàn,biāo xíng dà hàn
随遇而安,suíyù'ér'ān,suíyù ér ān,suí yù é rān
绵软,miánruǎn,miánruǎn,mián ruǎn
考释,kǎoshì,kǎoshì,kǎo shì
青楼,qīnglóu,qīnglóu,qīng lóu
例题,lìtí,lìtí,lì tí
抄送,chāosòng,chāosòng,chāo sòng
离经叛道,líjīng-pàndào,líjīng pàndào,lí jīng pàn dào
大牢,dàláo,dàláo,dà láo
风花雪月,fēng-huā-xuě-yuè,fēng huā xuě yuè,fēng huā xuě yuè
本末倒置,běnmò-dàozhì,běnmò dàozhì,běn mò dào zhì
凋敝,diāobì,diāobì,diāo bì
时区,shíqū,shíqū,shí qū
老熟人,lǎoshúrén,lǎoshúrén,lǎo shú rén
异型,yìxíng,yìxíng,yì xíng
里应外合,lǐyìng-wàihé,lǐyìng wàihé,lǐ yìng wài hé
窘态,jiǒngtài,jiǒngtài,jiǒng tài
扶手椅,fúshǒuyǐ,fúshǒuyǐ,fú shǒu yǐ
选种,xuǎnzhǒng,xuǎnzhǒng,xuǎn zhǒng
推重,tuīzhòng,tuīzhòng,tuī zhòng
一元化,yīyuánhuà,yīyuánhuà,yī yuán huà
疱疹,pàozhěn,pàozhěn,pào zhěn
灯管,dēngguǎn,dēngguǎn,dēng guǎn
高深莫测,gāoshēn-mòcè,gāoshēn mòcè,gāo shēn mò cè
泪人,lèirén,lèirén,lèi rén
油纸,yóuzhǐ,yóuzhǐ,yóu zhǐ
乐理,yuèlǐ,yuèlǐ,yuè lǐ
包换,bāohuàn,bāohuàn,bāo huàn
刀山,dāoshān,dāoshān,dāo shān
含混不清,hánhùn-bùqīng,hánhùn bùqīng,hán hùn bù qīng
输家,shūjiā,shūjiā,shū jiā
直待,zhídài,zhídài,zhí dài
外家,wàijiā,wàijiā,wài jiā
氧气瓶,yǎngqìpíng,yǎngqìpíng,yǎng qì píng
因陋就简,yīnlòu-jiùjiǎn,yīnlòu jiùjiǎn,yīn lòu jiù jiǎn
辟谣,pìyáo,pìyáo,pì yáo
厨具,chújù,chújù,chú jù
望其项背,wàngqíxiàngbèi,wàngqíxiàngbèi,wàng qí xiàng bèi
浅尝辄止,qiǎncháng-zhézhǐ,qiǎncháng zhézhǐ,qiǎn cháng zhé zhǐ
大气磅礴,dàqì-pángbó,dàqì pángbó,dà qì páng bó
勾魂,gōuhún,gōuhún,gōu hún
多多益善,duōduō-yìshàn,duōduō yìshàn,duō duō yì shàn
松心,sōngxīn,sōngxīn,sōng xīn
转存,zhuǎncún,zhuǎncún,zhuǎn cún
泼冷水,pōlěngshuǐ,pōlěngshuǐ,pō lěng shuǐ
倭寇,wōkòu,wōkòu,wō kòu
乌贼,wūzéi,wūzéi,wū zéi
服老,fúlǎo,fúlǎo,fú lǎo
不甚了了,bùshèn-liǎoliǎo,bùshèn liǎoliǎo,bù shèn liǎo liǎo
羊皮纸,yángpízhǐ,yángpízhǐ,yáng pí zhǐ
乌龙茶,wūlóngchá,wūlóngchá,wū lóng chá
警报器,jǐngbàoqì,jǐngbàoqì,jǐng bào qì
无土栽培,wútǔ zāipéi,wútǔ zāipéi,wú tǔ zāi péi
字据,zìjù,zìjù,zì jù
糖精,tángjīng,tángjīng,táng jīng
反锁,fǎnsuǒ,fǎnsuǒ,fǎn suǒ
视若无睹,shìruòwúdǔ,shìruòwúdǔ,shì ruò wú dǔ
清规戒律,qīngguī-jièlǜ,qīngguī jièlǜ,qīng guī jiè lǜ
吞吃,tūnchī,tūnchī,tūn chī
口蘑,kǒumó,kǒumó,kǒu mó
招认,zhāorèn,zhāorèn,zhāo rèn
吉兆,jízhào,jízhào,jí zhào
大块头,dàkuàitóu,dàkuàitóu,dà kuài tóu
录放,lùfàng,lùfàng,lù fàng
语感,yǔgǎn,yǔgǎn,yǔ gǎn
回环,huíhuán,huíhuán,huí huán
顺延,shùnyán,shùnyán,shùn yán
节令,jiélìng,jiélìng,jié lìng
那么些,nàmexiē,nàmexiē,nà me xiē
贫嘴,pínzuǐ,pínzuǐ,pín zuǐ
送亲,sòngqīn,sòngqīn,sòng qīn
注塑,zhùsù,zhùsù,zhù sù
抗干扰,kànggānrǎo,kànggānrǎo,kàng gān rǎo
多面手,duōmiànshǒu,duōmiànshǒu,duō miàn shǒu
柠檬汁,níngméngzhī,níngméngzhī,níng méng zhī
煤气灶,méiqìzào,méiqìzào,méi qì zào
福星,fúxīng,fúxīng,fú xīng
蒲扇,púshàn,púshàn,pú shàn
荒年,huāngnián,huāngnián,huāng nián
妞妞,niūniu,niūniu,niū niu
浮力,fúlì,fúlì,fú lì
徒工,túgōng,túgōng,tú gōng
影壁,yǐngbì,yǐngbì,yǐng bì
航校,hángxiào,hángxiào,háng xiào
墙纸,qiángzhǐ,qiángzhǐ,qiáng zhǐ
河曲,héqū,héqū,hé qū
沉落,chénluò,chénluò,chén luò
仗势,zhàngshì,zhàngshì,zhàng shì
叙谈,xùtán,xùtán,xù tán
紫竹,zǐzhú,zǐzhú,zǐ zhú
纯然,chúnrán,chúnrán,chún rán
碰头会,pèngtóuhuì,pèngtóuhuì,pèng tóu huì
单人床,dānrénchuáng,dānrénchuáng,dān rén chuáng
顾念,gùniàn,gùniàn,gù niàn
内窥镜,nèikuījìng,nèikuījìng,nèi kuī jìng
复音,fùyīn,fùyīn,fù yīn
棉织品,miánzhīpǐn,miánzhīpǐn,mián zhī pǐn
腐乳,fǔrǔ,fǔrǔ,fǔ rǔ
根本法,gēnběnfǎ,gēnběnfǎ,gēn běn fǎ
拖轮,tuōlún,tuōlún,tuō lún
出言不逊,chūyán-bùxùn,chūyán bùxùn,chū yán bù xùn
穹顶,qīongdǐng,qīongdǐng,qīong dǐng
风雨交加,fēngyǔ-jiāojiā,fēngyǔ jiāojiā,fēng yǔ jiāo jiā
善男信女,shànnán-xìnnǚ,shànnán xìnnǚ,shàn nán xìn nǚ
相见恨晚,xiāngjiàn-hènwǎn,xiāngjiàn hènwǎn,xiāng jiàn hèn wǎn
鼻青脸肿,bíqīng-liǎnzhǒng,bíqīng liǎnzhǒng,bí qīng liǎn zhǒng
竹楼,zhúlóu,zhúlóu,zhú lóu
