term,pinyin,cleaned_pinyin
挑剔,tiāoti,tiāoti
在逃,zàitáo,zàitáo
互为,hùwéi,hùwéi
交汇,jiāohuì,jiāohuì
遣返,qiǎnfǎn,qiǎnfǎn
发电厂,fādiànchǎng,fādiànchǎng
寻觅,xúnmì,xúnmì
对头,duìtou,duìtou
对头,duìtóu,duìtóu
练兵,liànbīng,liànbīng
不治,bùzhì,bùzhì
心肠,xīncháng,xīncháng
席卷,xíjuǎn,xíjuǎn
自首,zìshǒu,zìshǒu
灵敏,língmǐn,língmǐn
休养,xiūyǎng,xiūyǎng
外侨,wàiqiáo,wàiqiáo
商品市场,shāngpǐn shìchǎng,shāngpǐn shìchǎng
香蕉,xiāngjiāo,xiāngjiāo
忘却,wàngquè,wàngquè
战区,zhànqū,zhànqū
书市,shūshì,shūshì
岸线,ànxiàn,ànxiàn
盟主,méngzhǔ,méngzhǔ
特制,tèzhì,tèzhì
神学,shénxué,shénxué
监理,jiānlǐ,jiānlǐ
鼓动,gǔdòng,gǔdòng
盈余,yíngyú,yíngyú
宴请,yànqǐng,yànqǐng
争辩,zhēngbiàn,zhēngbiàn
待业,dàiyè,dàiyè
书生,shūshēng,shūshēng
精度,jīngdù,jīngdù
一揽子,yīlǎnzi,yīlǎnzi
锁定,suǒdìng,suǒdìng
潜伏,qiánfú,qiánfú
哪能,nǎnéng,nǎnéng
疏忽,shūhu,shūhu
前瞻,qiánzhān,qiánzhān
不配,bùpèi,bùpèi
头疼,tóuténg,tóuténg
典雅,diǎnyǎ,diǎnyǎ
如上,rúshàng,rúshàng
本子,běnzi,běnzi
旅店,lǚdiàn,lǚdiàn
返还,fǎnhuán,fǎnhuán
对消,duìxiāo,duìxiāo
后事,hòushì,hòushì
猛进,měngjìn,měngjìn
客房,kèfáng,kèfáng
整地,zhěngdì,zhěngdì
修道,xiūdào,xiūdào
咽喉,yānhóu,yānhóu
助威,zhùwēi,zhùwēi
恨不得,hènbude,hènbude
今人,jīnrén,jīnrén
村落,cūnluò,cūnluò
长假,chángjià,chángjià
主席台,zhǔxítái,zhǔxítái
气流,qìliú,qìliú
古墓,gǔmù,gǔmù
执意,zhíyì,zhíyì
底层,dǐcéng,dǐcéng
应酬,yìngchou,yìngchou
还价,huánjià,huánjià
装甲车,zhuāngjiǎchē,zhuāngjiǎchē
观摩,guānmó,guānmó
指甲,zhǐjia,zhǐjia
年限,niánxiàn,niánxiàn
催促,cuīcù,cuīcù
齐心协力,qíxīn-xiélì,qíxīn xiélì
种群,zhǒngqún,zhǒngqún
深邃,shēnsuì,shēnsuì
谋取,móuqǔ,móuqǔ
念书,niànshū,niànshū
射箭,shèjiàn,shèjiàn
不渝,bùyú,bùyú
利多,lìduō,lìduō
调试,tiáoshì,tiáoshì
俗称,súchēng,súchēng
征用,zhēngyòng,zhēngyòng
车门,chēmén,chēmén
写照,xiězhào,xiězhào
粗放,cūfàng,cūfàng
粉红,fěnhóng,fěnhóng
偏离,piānlí,piānlí
客源,kèyuán,kèyuán
听话,tīnghuà,tīnghuà
无罪,wúzuì,wúzuì
后任,hòurèn,hòurèn
太极拳,tàijíquán,tàijíquán
夜空,yèkōng,yèkōng
老太婆,lǎotàipó,lǎotàipó
接壤,jiērǎng,jiērǎng
精髓,jīngsuǐ,jīngsuǐ
集镇,jízhèn,jízhèn
彩票,cǎipiào,cǎipiào
朝气,zhāoqì,zhāoqì
倒卖,dǎomài,dǎomài
发泄,fāxiè,fāxiè
要位,yàowèi,yàowèi
多极化,duōjíhuà,duōjíhuà
不由自主,bùyóu-zìzhǔ,bùyóu zìzhǔ
脸红,liǎnhóng,liǎnhóng
划一,huàyī,huàyī
分红,fēnhóng,fēnhóng
骗子,piànzi,piànzi
和善,héshàn,héshàn
前程,qiánchéng,qiánchéng
制售,zhìshòu,zhìshòu
行当,hángdang,hángdang
评判,píngpàn,píngpàn
素材,sùcái,sùcái
迎春,yíngchūn,yíngchūn
探测器,tàncèqì,tàncèqì
课题组,kètízǔ,kètízǔ
游乐,yóulè,yóulè
额度,édù,édù
电车,diànchē,diànchē
融洽,róngqià,róngqià
生命科学,shēngmìng kēxué,shēngmìng kēxué
本体,běntǐ,běntǐ
参股,cāngǔ,cāngǔ
财团,cáituán,cáituán
侦探,zhēntàn,zhēntàn
狭小,xiáxiǎo,xiáxiǎo
少时,shǎoshí,shǎoshí
纪录片,jìlùpiàn,jìlùpiàn
海藻,hǎizǎo,hǎizǎo
建树,jiànshù,jiànshù
上传,shàngchuán,shàngchuán
老头儿,lǎotóur,lǎotóur
南美洲,nánměizhōu,nánměizhōu
打折,dǎzhé,dǎzhé
强盗,qiángdào,qiángdào
佳作,jiāzuò,jiāzuò
欠缺,qiànquē,qiànquē
过敏,guòmǐn,guòmǐn
夺目,duómù,duómù
金子,jīnzi,jīnzi
窝点,wōdiǎn,wōdiǎn
男生,nánshēng,nánshēng
还原,huányuán,huányuán
追寻,zhuīxún,zhuīxún
大权,dàquán,dàquán
果子,guǒzi,guǒzi
千金,qiānjīn,qiānjīn
得体,détǐ,détǐ
名贵,míngguì,míngguì
埋葬,máizàng,máizàng
团圆,tuányuán,tuányuán
妓女,jìnǚ,jìnǚ
筹办,chóubàn,chóubàn
辨别,biànbié,biànbié
稽查,jīchá,jīchá
肩头,jiāntóu,jiāntóu
官僚主义,guānliáo zhǔyì,guānliáo zhǔyì
名列前茅,mínglièqiánmáo,mínglièqiánmáo
美味,měiwèi,měiwèi
田园,tiányuán,tiányuán
事前,shìqián,shìqián
火柴,huǒchái,huǒchái
美誉,měiyù,měiyù
出警,chūjǐng,chūjǐng
自然而然,zìrán'érrán,zìrán érrán
百分之百,bǎifēnzhībǎi,bǎifēnzhībǎi
中层,zhōngcéng,zhōngcéng
无心,wúxīn,wúxīn
话筒,huàtǒng,huàtǒng
互通,hùtōng,hùtōng
磨难,mónàn,mónàn
例证,lìzhèng,lìzhèng
无望,wúwàng,wúwàng
延期,yánqī,yánqī
编码,biānmǎ,biānmǎ
草药,cǎoyào,cǎoyào
丰满,fēngmǎn,fēngmǎn
行贿,xínghuì,xínghuì
倾倒,qīngdào,qīngdào
倾倒,qīngdǎo,qīngdǎo
全日,quánrì,quánrì
板凳,bǎndèng,bǎndèng
连续性,liánxùxìng,liánxùxìng
原型,yuánxíng,yuánxíng
论语,lúnyǔ,lúnyǔ
替补,tìbǔ,tìbǔ
线性,xiànxìng,xiànxìng
变质,biànzhì,biànzhì
识字,shízì,shízì
小提琴,xiǎotíqín,xiǎotíqín
殿堂,diàntáng,diàntáng
资信,zīxìn,zīxìn
声名,shēngmíng,shēngmíng
踌躇,chóuchú,chóuchú
抛出,pāochū,pāochū
不足道,bùzúdào,bùzúdào
教义,jiàoyì,jiàoyì
回复,huífù,huífù
失眠,shīmián,shīmián
液化,yèhuà,yèhuà
战舰,zhànjiàn,zhànjiàn
有方,yǒufāng,yǒufāng
腰包,yāobāo,yāobāo
作响,zuòxiǎng,zuòxiǎng
本意,běnyì,běnyì
中小型,zhōng-xiǎoxíng,zhōng xiǎoxíng
触犯,chùfàn,chùfàn
搬家,bānjiā,bānjiā
山川,shānchuān,shānchuān
乏力,fálì,fálì
评奖,píngjiǎng,píngjiǎng
无常,wúcháng,wúcháng
警钟,jǐngzhōng,jǐngzhōng
激化,jīhuà,jīhuà
湖畔,húpàn,húpàn
油灯,yóudēng,yóudēng
口音,kǒuyīn,kǒuyīn
商用,shāngyòng,shāngyòng
无故,wúgù,wúgù
装设,zhuāngshè,zhuāngshè
兽医,shòuyī,shòuyī
入超,rùchāo,rùchāo
侵袭,qīnxí,qīnxí
保有,bǎoyǒu,bǎoyǒu
当月,dàngyuè,dàngyuè
帆船,fānchuán,fānchuán
面世,miànshì,miànshì
年份,niánfèn,niánfèn
奔腾,bēnténg,bēnténg
后台,hòutái,hòutái
民间艺术,mínjiān yìshù,mínjiān yìshù
吆喝,yāohe,yāohe
容许,róngxǔ,róngxǔ
斯文,sīwén,sīwén
教条,jiàotiáo,jiàotiáo
风头,fēngtóu,fēngtóu
风头,fēngtou,fēngtou
赛期,sàiqī,sàiqī
收音,shōuyīn,shōuyīn
净利,jìnglì,jìnglì
油料,yóuliào,yóuliào
久远,jiǔyuǎn,jiǔyuǎn
险胜,xiǎnshèng,xiǎnshèng
半球,bànqiú,bànqiú
高能,gāonéng,gāonéng
乡党,xiāngdǎng,xiāngdǎng
学府,xuéfǔ,xuéfǔ
赛马,sàimǎ,sàimǎ
英才,yīngcái,yīngcái
被俘,bèifú,bèifú
隐私,yǐnsī,yǐnsī
也罢,yěbà,yěbà
家境,jiājìng,jiājìng
趁机,chènjī,chènjī
病逝,bìngshì,bìngshì
说到底,shuōdàodǐ,shuōdàodǐ
椭圆,tuǒyuán,tuǒyuán
山沟,shāngōu,shāngōu
引诱,yǐnyòu,yǐnyòu
依存,yīcún,yīcún
报销,bàoxiāo,bàoxiāo
无耻,wúchǐ,wúchǐ
关公,guāngōng,guāngōng
搬运,bānyùn,bānyùn
政审,zhèngshěn,zhèngshěn
打扰,dǎrǎo,dǎrǎo
风行,fēngxíng,fēngxíng
成灾,chéngzāi,chéngzāi
来年,láinián,láinián
海啸,hǎixiào,hǎixiào
理睬,lǐcǎi,lǐcǎi
草木,cǎomù,cǎomù
家口,jiākǒu,jiākǒu
地税,dìshuì,dìshuì
传染性,chuánrǎnxìng,chuánrǎnxìng
国史,guóshǐ,guóshǐ
通知书,tōngzhīshū,tōngzhīshū
参拜,cānbài,cānbài
盟友,méngyǒu,méngyǒu
边际,biānjì,biānjì
后顾之忧,hòugùzhīyōu,hòugùzhīyōu
专业户,zhuānyèhù,zhuānyèhù
萌芽,méngyá,méngyá
错综复杂,cuòzōng-fùzá,cuòzōng fùzá
简便,jiǎnbiàn,jiǎnbiàn
张望,zhāngwàng,zhāngwàng
冰川,bīngchuān,bīngchuān
表率,biǎoshuài,biǎoshuài
历次,lìcì,lìcì
轻工业,qīnggōngyè,qīnggōngyè
毒气,dúqì,dúqì
网吧,wǎngbā,wǎngbā
行政处分,xíngzhèng chǔfèn,xíngzhèng chǔfèn
留心,liúxīn,liúxīn
劲头,jìntóu,jìntóu
句法,jùfǎ,jùfǎ
干流,gànliú,gànliú
形体,xíngtǐ,xíngtǐ
过数,guòshù,guòshù
体贴,tǐtiē,tǐtiē
黯然,ànrán,ànrán
乡间,xiāngjiān,xiāngjiān
老者,lǎozhě,lǎozhě
挣脱,zhèngtuō,zhèngtuō
知晓,zhīxiǎo,zhīxiǎo
改装,gǎizhuāng,gǎizhuāng
乌云,wūyún,wūyún
新居,xīnjū,xīnjū
旅程,lǚchéng,lǚchéng
双赢,shuāngyíng,shuāngyíng
利权,lìquán,lìquán
兴高采烈,xìnggāo-cǎiliè,xìnggāo cǎiliè
世家,shìjiā,shìjiā
重温,chóngwēn,chóngwēn
尺寸,chǐcùn,chǐcùn
遥感,yáogǎn,yáogǎn
更改,gēnggǎi,gēnggǎi
临终,línzhōng,línzhōng
反常,fǎncháng,fǎncháng
毒性,dúxìng,dúxìng
店主,diànzhǔ,diànzhǔ
显赫,xiǎnhè,xiǎnhè
准许,zhǔnxǔ,zhǔnxǔ
缩影,suōyǐng,suōyǐng
赤裸,chìluǒ,chìluǒ
就医,jiùyī,jiùyī
来日,láirì,láirì
承建,chéngjiàn,chéngjiàn
书架,shūjià,shūjià
威严,wēiyán,wēiyán
版图,bǎntú,bǎntú
取经,qǔjīng,qǔjīng
催化,cuīhuà,cuīhuà
落幕,luòmù,luòmù
细化,xìhuà,xìhuà
彼岸,bǐ'àn,bǐ àn
腰带,yāodài,yāodài
望见,wàngjiàn,wàngjiàn
理论家,lǐlùnjiā,lǐlùnjiā
头角,tóujiǎo,tóujiǎo
男朋友,nánpéngyou,nánpéngyou
警备,jǐngbèi,jǐngbèi
密封,mìfēng,mìfēng
四部,sìbù,sìbù
换届,huànjiè,huànjiè
告成,gàochéng,gàochéng
遥控,yáokòng,yáokòng
尖端,jiānduān,jiānduān
驳回,bóhuí,bóhuí
疗养,liáoyǎng,liáoyǎng
报价,bàojià,bàojià
忧患,yōuhuàn,yōuhuàn
土匪,tǔfěi,tǔfěi
震中,zhènzhōng,zhènzhōng
地势,dìshì,dìshì
党史,dǎngshǐ,dǎngshǐ
抗衡,kànghéng,kànghéng
题解,tíjiě,tíjiě
无核,wúhé,wúhé
行医,xíngyī,xíngyī
自得,zìdé,zìdé
庇护,bìhù,bìhù
火花,huǒhuā,huǒhuā
绿灯,lǜdēng,lǜdēng
开明,kāimíng,kāimíng
小道,xiǎodào,xiǎodào
定理,dìnglǐ,dìnglǐ
延误,yánwù,yánwù
印证,yìnzhèng,yìnzhèng
光景,guāngjǐng,guāngjǐng
拘捕,jūbǔ,jūbǔ
燃气,ránqì,ránqì
壮举,zhuàngjǔ,zhuàngjǔ
招手,zhāoshǒu,zhāoshǒu
区划,qūhuà,qūhuà
瓶子,píngzi,píngzi
化学武器,huàxué wǔqì,huàxué wǔqì
拜年,bàinián,bàinián
窗帘,chuānglián,chuānglián
脉搏,màibó,màibó
温泉,wēnquán,wēnquán
硬化,yìnghuà,yìnghuà
沐浴,mùyù,mùyù
鲜活,xiānhuó,xiānhuó
治本,zhìběn,zhìběn
停业,tíngyè,tíngyè
相抵,xiāngdǐ,xiāngdǐ
环境质量,huánjìng zhìliàng,huánjìng zhìliàng
布达拉宫,bùdálāgōng,bùdálāgōng
无期徒刑,wúqī túxíng,wúqī túxíng
形形色色,xíngxíng-sèsè,xíngxíng sèsè
小弟,xiǎodì,xiǎodì
军国主义,jūnguó zhǔyì,jūnguó zhǔyì
白酒,báijiǔ,báijiǔ
恒星,héngxīng,héngxīng
市容,shìróng,shìróng
激昂,jī'áng,jī áng
市面,shìmiàn,shìmiàn
大麻,dàmá,dàmá
简历,jiǎnlì,jiǎnlì
旺季,wàngjì,wàngjì
检举,jiǎnjǔ,jiǎnjǔ
体坛,tǐtán,tǐtán
收复,shōufù,shōufù
一动不动,yīdòng-bùdòng,yīdòng bùdòng
周正,zhōuzhèng,zhōuzhèng
应时,yìngshí,yìngshí
反腐倡廉,fǎnfǔ-chànglián,fǎnfǔ chànglián
集体主义,jítǐ zhǔyì,jítǐ zhǔyì
主人翁,zhǔrénwēng,zhǔrénwēng
诊所,zhěnsuǒ,zhěnsuǒ
购价,gòujià,gòujià
著述,zhùshù,zhùshù
传球,chuánqiú,chuánqiú
马力,mǎlì,mǎlì
独创,dúchuàng,dúchuàng
地貌,dìmào,dìmào
流动性,liúdòngxìng,liúdòngxìng
闺女,guīnü,guīnü
水池,shuǐchí,shuǐchí
坐标,zuòbiāo,zuòbiāo
冤枉,yuānwang,yuānwang
纸条,zhǐtiáo,zhǐtiáo
冷冻,lěngdòng,lěngdòng
纸张,zhǐzhāng,zhǐzhāng
流淌,liútǎng,liútǎng
救生,jiùshēng,jiùshēng
救命,jiùmìng,jiùmìng
小吃,xiǎochī,xiǎochī
爱戴,àidài,àidài
汛期,xùnqī,xùnqī
传承,chuánchéng,chuánchéng
实感,shígǎn,shígǎn
起因,qǐyīn,qǐyīn
保险金,bǎoxiǎnjīn,bǎoxiǎnjīn
借贷,jièdài,jièdài
叙事,xùshì,xùshì
枯燥,kūzào,kūzào
享誉,xiǎngyù,xiǎngyù
石灰,shíhuī,shíhuī
协议书,xiéyìshū,xiéyìshū
熟知,shúzhī,shúzhī
足足,zúzú,zúzú
比拟,bǐnǐ,bǐnǐ
全盘,quánpán,quánpán
商贩,shāngfàn,shāngfàn
大刀,dàdāo,dàdāo
私利,sīlì,sīlì
烈日,lièrì,lièrì
占优,zhànyōu,zhànyōu
尽是,jìnshì,jìnshì
脸颊,liǎnjiá,liǎnjiá
废水,fèishuǐ,fèishuǐ
饺子,jiǎozi,jiǎozi
轰鸣,hōngmíng,hōngmíng
作声,zuòshēng,zuòshēng
香油,xiāngyóu,xiāngyóu
引水,yǐnshuǐ,yǐnshuǐ
演义,yǎnyì,yǎnyì
岂不是,qǐbùshì,qǐbùshì
扫荡,sǎodàng,sǎodàng
屈辱,qūrǔ,qūrǔ
托管,tuōguǎn,tuōguǎn
熏陶,xūntáo,xūntáo
友谊赛,yǒuyìsài,yǒuyìsài
技术员,jìshùyuán,jìshùyuán
遇害,yùhài,yùhài
狭隘,xiá'ài,xiá ài
存亡,cúnwáng,cúnwáng
包车,bāochē,bāochē
戏剧性,xìjùxìng,xìjùxìng
存活,cúnhuó,cúnhuó
来由,láiyóu,láiyóu
汇款,huìkuǎn,huìkuǎn
狼狈,lángbèi,lángbèi
知识经济,zhīshi jīngjì,zhīshi jīngjì
擂台,lèitái,lèitái
冲刺,chōngcì,chōngcì
无上,wúshàng,wúshàng
声望,shēngwàng,shēngwàng
横行,héngxíng,héngxíng
女权,nǚquán,nǚquán
不知所措,bùzhī-suǒcuò,bùzhī suǒcuò
会商,huìshāng,huìshāng
收音机,shōuyīnjī,shōuyīnjī
纪念品,jìniànpǐn,jìniànpǐn
急促,jícù,jícù
折射,zhéshè,zhéshè
躯体,qūtǐ,qūtǐ
歼灭,jiānmiè,jiānmiè
鸽子,gēzi,gēzi
突如其来,tūrúqílái,tūrúqílái
大建,dàjiàn,dàjiàn
花圈,huāquān,huāquān
脚跟,jiǎogēn,jiǎogēn
春兰,chūnlán,chūnlán
北边,běibian,běibian
年岁,niánsuì,niánsuì
除掉,chúdiào,chúdiào
家喻户晓,jiāyù-hùxiǎo,jiāyù hùxiǎo
纯一,chúnyī,chúnyī
平庸,píngyōng,píngyōng
引爆,yǐnbào,yǐnbào
折合,zhéhé,zhéhé
对路,duìlù,duìlù
外婆,wàipó,wàipó
发问,fāwèn,fāwèn
曲艺,qǔyì,qǔyì
出息,chūxi,chūxi
非议,fēiyì,fēiyì
市分,shìfēn,shìfēn
栏杆,lángān,lángān
增派,zēngpài,zēngpài
忏悔,chànhuǐ,chànhuǐ
逍遥,xiāoyáo,xiāoyáo
长者,zhǎngzhě,zhǎngzhě
顾全,gùquán,gùquán
热忱,rèchén,rèchén
企业法人,qǐyè fǎrén,qǐyè fǎrén
相隔,xiānggé,xiānggé
一模一样,yīmú-yīyàng,yīmú yīyàng
泳池,yǒngchí,yǒngchí
清白,qīngbái,qīngbái
买主,mǎizhǔ,mǎizhǔ
扳平,bānpíng,bānpíng
诠释,quánshì,quánshì
深长,shēncháng,shēncháng
领军,lǐngjūn,lǐngjūn
蘑菇,mógu,mógu
桥头,qiáotóu,qiáotóu
供养,gōngyǎng,gōngyǎng
供养,gòngyǎng,gòngyǎng
成风,chéngfēng,chéngfēng
对开,duìkāi,duìkāi
骨灰,gǔhuī,gǔhuī
册子,cèzi,cèzi
小水,xiǎoshui,xiǎoshui
沉闷,chénmèn,chénmèn
不厌,bùyàn,bùyàn
骨骼,gǔgé,gǔgé
文化人,wénhuàrén,wénhuàrén
衣食,yīshí,yīshí
格格,gége,gége
功力,gōnglì,gōnglì
潜入,qiánrù,qiánrù
统称,tǒngchēng,tǒngchēng
西服,xīfú,xīfú
声调,shēngdiào,shēngdiào
编造,biānzào,biānzào
共管,gòngguǎn,gòngguǎn
赶忙,gǎnmáng,gǎnmáng
值钱,zhíqián,zhíqián
堤防,dīfáng,dīfáng
楷模,kǎimó,kǎimó
报送,bàosòng,bàosòng
枪手,qiāngshǒu,qiāngshǒu
居多,jūduō,jūduō
学好,xuéhǎo,xuéhǎo
架构,jiàgòu,jiàgòu
飞翔,fēixiáng,fēixiáng
好笑,hǎoxiào,hǎoxiào
儿时,érshí,érshí
精干,jīnggàn,jīnggàn
多日,duōrì,duōrì
余下,yúxià,yúxià
人形,rénxíng,rénxíng
大盘,dàpán,dàpán
沿用,yányòng,yányòng
国音,guóyīn,guóyīn
升降,shēngjiàng,shēngjiàng
外宾,wàibīn,wàibīn
殷切,yīnqiè,yīnqiè
公职,gōngzhí,gōngzhí
法宝,fǎbǎo,fǎbǎo
讨价,tǎojià,tǎojià
争霸,zhēngbà,zhēngbà
巨变,jùbiàn,jùbiàn
名录,mínglù,mínglù
得用,déyòng,déyòng
出众,chūzhòng,chūzhòng
击落,jīluò,jīluò
涌动,yǒngdòng,yǒngdòng
摒弃,bìngqì,bìngqì
机时,jīshí,jīshí
破除,pòchú,pòchú
取自,qǔzì,qǔzì
过量,guòliàng,guòliàng
即日,jírì,jírì
惊心动魄,jīngxīn-dòngpò,jīngxīn dòngpò
殷勤,yīnqín,yīnqín
沉积,chénjī,chénjī
阴沉,yīnchén,yīnchén
朗诵,lǎngsòng,lǎngsòng
摔倒,shuāidǎo,shuāidǎo
妥当,tuǒdang,tuǒdang
美景,měijǐng,měijǐng
先期,xiānqī,xiānqī
落脚,luòjiǎo,luòjiǎo
过夜,guòyè,guòyè
来世,láishì,láishì
政要,zhèngyào,zhèngyào
自个儿,zìgěr,zìgěr
他年,tānián,tānián
喘息,chuǎnxī,chuǎnxī
夏令,xiàlìng,xiàlìng
旱灾,hànzāi,hànzāi
个性化,gèxìnghuà,gèxìnghuà
一色,yīsè,yīsè
赫然,hèrán,hèrán
卑鄙,bēibǐ,bēibǐ
共同点,gòngtóngdiǎn,gòngtóngdiǎn
月刊,yuèkān,yuèkān
收容,shōuróng,shōuróng
发愁,fāchóu,fāchóu
铅笔,qiānbǐ,qiānbǐ
锐减,ruìjiǎn,ruìjiǎn
装载,zhuāngzài,zhuāngzài
石窟,shíkū,shíkū
讲台,jiǎngtái,jiǎngtái
遥遥,yáoyáo,yáoyáo
报答,bàodá,bàodá
和面,huómiàn,huómiàn
洗手,xǐshǒu,xǐshǒu
花草,huācǎo,huācǎo
复工,fùgōng,fùgōng
雄壮,xióngzhuàng,xióngzhuàng
乳腺,rǔxiàn,rǔxiàn
经意,jīngyì,jīngyì
远销,yuǎnxiāo,yuǎnxiāo
牟取,móuqǔ,móuqǔ
相聚,xiāngjù,xiāngjù
地价,dìjià,dìjià
把家,bǎjiā,bǎjiā
强权,qiángquán,qiángquán
会考,huìkǎo,huìkǎo
德育,déyù,déyù
累积,lěijī,lěijī
宛如,wǎnrú,wǎnrú
本相,běnxiàng,běnxiàng
图纸,túzhǐ,túzhǐ
肌肤,jīfū,jīfū
霸王,bàwáng,bàwáng
顶尖,dǐngjiān,dǐngjiān
纵观,zòngguān,zòngguān
中锋,zhōngfēng,zhōngfēng
怪物,guàiwu,guàiwu
代码,dàimǎ,dàimǎ
眼角,yǎnjiǎo,yǎnjiǎo
排行榜,páihángbǎng,páihángbǎng
氧气,yǎngqì,yǎngqì
恍惚,huǎnghū,huǎnghū
就学,jiùxué,jiùxué
边区,biānqū,biānqū
查证,cházhèng,cházhèng
奖杯,jiǎngbēi,jiǎngbēi
眼目,yǎnmù,yǎnmù
无家可归,wújiā-kěguī,wújiā kěguī
疫区,yìqū,yìqū
出外,chūwài,chūwài
追击,zhuījī,zhuījī
慌忙,huāngmáng,huāngmáng
商品生产,shāngpǐn shēngchǎn,shāngpǐn shēngchǎn
余力,yúlì,yúlì
并购,bìnggòu,bìnggòu
喜事,xǐshì,xǐshì
悬念,xuánniàn,xuánniàn
安放,ānfàng,ānfàng
长子,zhǎngzǐ,zhǎngzǐ
弹道导弹,dàndào dǎodàn,dàndào dǎodàn
家事,jiāshì,jiāshì
林场,línchǎng,línchǎng
质朴,zhìpǔ,zhìpǔ
式样,shìyàng,shìyàng
大课,dàkè,dàkè
居民区,jūmínqū,jūmínqū
公文,gōngwén,gōngwén
切入,qiērù,qiērù
中枢,zhōngshū,zhōngshū
专利权,zhuānlìquán,zhuānlìquán
文艺复兴,wényì fùxīng,wényì fùxīng
炫耀,xuànyào,xuànyào
懂事,dǒngshì,dǒngshì
观察家,guānchájiā,guānchájiā
免受,miǎnshòu,miǎnshòu
围剿,wéijiǎo,wéijiǎo
骨折,gǔzhé,gǔzhé
精辟,jīngpì,jīngpì
部属,bùshǔ,bùshǔ
老夫,lǎofū,lǎofū
相伴,xiāngbàn,xiāngbàn
严正,yánzhèng,yánzhèng
夜幕,yèmù,yèmù
投掷,tóuzhì,tóuzhì
防病,fángbìng,fángbìng
巴掌,bāzhang,bāzhang
好似,hǎosì,hǎosì
低限,dīxiàn,dīxiàn
河岸,hé'àn,hé àn
肝炎,gānyán,gānyán
疯子,fēngzi,fēngzi
嗓音,sǎngyīn,sǎngyīn
权谋,quánmóu,quánmóu
当众,dāngzhòng,dāngzhòng
工区,gōngqū,gōngqū
陵园,língyuán,língyuán
安乐,ānlè,ānlè
故里,gùlǐ,gùlǐ
手艺,shǒuyì,shǒuyì
恋人,liànrén,liànrén
内行,nèiháng,nèiháng
烈火,lièhuǒ,lièhuǒ
玩弄,wánnòng,wánnòng
男双,nánshuāng,nánshuāng
象牙,xiàngyá,xiàngyá
斗士,dòushì,dòushì
苍蝇,cāngying,cāngying
绵延,miányán,miányán
堂上,tángshàng,tángshàng
玩耍,wánshuǎ,wánshuǎ
无序,wúxù,wúxù
诊治,zhěnzhì,zhěnzhì
刊发,kānfā,kānfā
委任,wěirèn,wěirèn
树种,shùzhǒng,shùzhǒng
成倍,chéngbèi,chéngbèi
学风,xuéfēng,xuéfēng
舞会,wǔhuì,wǔhuì
动感,dònggǎn,dònggǎn
编导,biāndǎo,biāndǎo
风险投资,fēngxiǎn tóuzī,fēngxiǎn tóuzī
回味,huíwèi,huíwèi
土著,tǔzhù,tǔzhù
定额,dìng'é,dìng é
取证,qǔzhèng,qǔzhèng
誓言,shìyán,shìyán
委派,wěipài,wěipài
轻取,qīngqǔ,qīngqǔ
抑郁,yìyù,yìyù
参军,cānjūn,cānjūn
益处,yìchu,yìchu
血腥,xuèxīng,xuèxīng
自尊心,zìzūnxīn,zìzūnxīn
流产,liúchǎn,liúchǎn
差额,chā'é,chā é
层出不穷,céngchū-bùqióng,céngchū bùqióng
规模化,guīmóhuà,guīmóhuà
满族,mǎnzú,mǎnzú
排练,páiliàn,páiliàn
不亚于,bùyàyú,bùyàyú
辫子,biànzi,biànzi
马蹄,mǎtí,mǎtí
上身,shàngshēn,shàngshēn
白玉,báiyù,báiyù
忧伤,yōushāng,yōushāng
酷暑,kùshǔ,kùshǔ
如数,rúshù,rúshù
失业保险,shīyè bǎoxiǎn,shīyè bǎoxiǎn
预感,yùgǎn,yùgǎn
停泊,tíngbó,tíngbó
扫黄,sǎohuáng,sǎohuáng
接送,jiēsòng,jiēsòng
耸肩,sǒngjiān,sǒngjiān
常设,chángshè,chángshè
勤俭,qínjiǎn,qínjiǎn
盘活,pánhuó,pánhuó
口腔,kǒuqiāng,kǒuqiāng
一席之地,yīxízhīdì,yīxízhīdì
原名,yuánmíng,yuánmíng
镶嵌,xiāngqiàn,xiāngqiàn
通称,tōngchēng,tōngchēng
出产,chūchǎn,chūchǎn
得奖,déjiǎng,déjiǎng
走俏,zǒuqiào,zǒuqiào
紧闭,jǐnbì,jǐnbì
甲板,jiǎbǎn,jiǎbǎn
通力,tōnglì,tōnglì
分头,fēntóu,fēntóu
群山,qúnshān,qúnshān
运力,yùnlì,yùnlì
摧残,cuīcán,cuīcán
感想,gǎnxiǎng,gǎnxiǎng
生根,shēnggēn,shēnggēn
闹市,nàoshì,nàoshì
孙女,sūnnǚ,sūnnǚ
感知,gǎnzhī,gǎnzhī
各色,gèsè,gèsè
教研,jiàoyán,jiàoyán
基数,jīshù,jīshù
耕作,gēngzuò,gēngzuò
照常,zhàocháng,zhàocháng
孵化,fūhuà,fūhuà
插入,chārù,chārù
民族主义,mínzú zhǔyì,mínzú zhǔyì
编队,biānduì,biānduì
政治协商会议,zhèngzhì xiéshāng huìyì,zhèngzhì xiéshāng huìyì
秘诀,mìjué,mìjué
生产关系,shēngchǎn guānxi,shēngchǎn guānxi
伪装,wěizhuāng,wěizhuāng
低档,dīdàng,dīdàng
职场,zhíchǎng,zhíchǎng
奇观,qíguān,qíguān
