term,pinyin
拥挤,yōngjǐ
春季,chūnjì
班长,bānzhǎng
坚信,jiānxìn
防务,fángwù
郑重,zhèngzhòng
在朝,zàicháo
运气,yùnqì
运气,yùnqi
女足,nǚzú
密度,mìdù
头人,tóurén
语文,yǔwén
所致,suǒzhì
祈祷,qídǎo
自强,zìqiáng
央行,yāngháng
时节,shíjié
注射,zhùshè
地段,dìduàn
自古,zìgǔ
持平,chípíng
血压,xuèyā
素有,sùyǒu
通电,tōngdiàn
光是,guāngshì
证件,zhèngjiàn
性命,xìngmìng
寒冷,hánlěng
指令,zhǐlìng
师事,shīshì
漏洞,lòudòng
不景气,bùjǐngqì
声道,shēngdào
众议院,zhòngyìyuàn
海底,hǎidǐ
看守,kānshǒu
挫折,cuòzhé
交付,jiāofù
老区,lǎoqū
服饰,fúshì
切身,qièshēn
屋顶,wūdǐng
慎重,shènzhòng
电路,diànlù
散步,sànbù
加盟,jiāméng
否决,fǒujué
见证,jiànzhèng
不忍,bùrěn
乐趣,lèqù
圆形,yuánxíng
随笔,suíbǐ
半数,bànshù
庄稼,zhuāngjia
一次性,yīcìxìng
欧共体,ōugòngtǐ
直属,zhíshǔ
巨人,jùrén
习俗,xísú
趣味,qùwèi
多发,duōfā
乐队,yuèduì
莫名,mòmíng
全人,quánrén
法会,fǎhuì
自负,zìfù
激起,jīqǐ
难受,nánshòu
踊跃,yǒngyuè
生平,shēngpíng
难看,nánkàn
探险,tànxiǎn
海滩,hǎitān
自治州,zìzhìzhōu
后备,hòubèi
看中,kànzhòng
部落,bùluò
受不了,shòubuliǎo
进驻,jìnzhù
仍旧,réngjiù
叹息,tànxī
模仿,mófǎng
火烧,huǒshāo
火烧,huǒshao
门票,ménpiào
民有,mínyǒu
陈述,chénshù
祖先,zǔxiān
有形,yǒuxíng
使者,shǐzhě
沙拉,shālā
每逢,měiféng
从容,cóngróng
小雨,xiǎoyǔ
好友,hǎoyǒu
过时,guòshí
国籍,guójí
文坛,wéntán
递增,dìzēng
个例,gèlì
驻扎,zhùzhā
委屈,wěiqu
八方,bāfāng
复制,fùzhì
友人,yǒurén
自尊,zìzūn
领会,lǐnghuì
无线电,wúxiàndiàn
大字,dàzì
卫冕,wèimiǎn
花卉,huāhuì
武装力量,wǔzhuāng lìliàng
平面,píngmiàn
作文,zuòwén
风俗,fēngsú
生还,shēnghuán
款项,kuǎnxiàng
退役,tuìyì
向着,xiàngzhe
致命,zhìmìng
不好意思,bùhǎoyìsi
新近,xīnjìn
果实,guǒshí
不快,bùkuài
一家人,yījiārén
因特网,yīntèwǎng
单项,dānxiàng
武功,wǔgōng
批量,pīliàng
储量,chǔliàng
新颖,xīnyǐng
兑现,duìxiàn
直径,zhíjìng
既往,jìwǎng
户口,hùkǒu
淹没,yānmò
步调,bùdiào
传输,chuánshū
吸烟,xīyān
不光,bùguāng
衔接,xiánjiē
不乏,bùfá
泛滥,fànlàn
国优,guóyōu
潇洒,xiāosǎ
昨日,zuórì
总司令,zǒngsīlìng
受教,shòujiào
希望工程,xīwàng gōngchéng
得胜,déshèng
小姑,xiǎogū
改建,gǎijiàn
崩溃,bēngkuì
墙壁,qiángbì
爱护,àihù
讽刺,fěngcì
明珠,míngzhū
连队,liánduì
部将,bùjiàng
八路军,bālùjūn
实意,shíyì
适量,shìliàng
矿工,kuànggōng
常会,chánghuì
到手,dàoshǒu
开头,kāitóu
剧烈,jùliè
来电,láidiàn
成千上万,chéngqiān-shàngwàn
往后,wǎnghòu
主人公,zhǔréngōng
前辈,qiánbèi
天主,tiānzhǔ
少见,shǎojiàn
反倾销,fǎnqīngxiāo
排斥,páichì
进发,jìnfā
入场,rùchǎng
山坡,shānpō
进门,jìnmén
汉子,hànzi
为数,wéishù
正值,zhèngzhí
疗效,liáoxiào
议定书,yìdìngshū
筹措,chóucuò
分队,fēnduì
载体,zàitǐ
成才,chéngcái
研究室,yánjiūshì
打量,dǎliang
适时,shìshí
可不是,kěbushì
文选,wénxuǎn
激进,jījìn
少量,shǎoliàng
签证,qiānzhèng
关押,guānyā
沿岸,yán'àn
时下,shíxià
执政党,zhízhèngdǎng
别说,biéshuō
过关,guòguān
活性,huóxìng
惊喜,jīngxǐ
眉头,méitóu
告诫,gàojiè
名家,míngjiā
挪用,nuóyòng
议程,yìchéng
优异,yōuyì
气味,qìwèi
陶瓷,táocí
团中央,tuánzhōngyāng
方正,fāngzhèng
高明,gāomíng
神色,shénsè
震撼,zhènhàn
不确,bùquè
滑雪,huáxuě
早年,zǎonián
女工,nǚgōng
清新,qīngxīn
一味,yīwèi
转折,zhuǎnzhé
助学,zhùxué
工商联,gōng-shānglián
缺口,quēkǒu
孤儿,gū'ér
安宁,ānníng
牙齿,yáchǐ
传记,zhuànjì
干吗,gànmá
可疑,kěyí
商讨,shāngtǎo
现存,xiàncún
盛大,shèngdà
同伴,tóngbàn
打仗,dǎzhàng
名优,míngyōu
电子商务,diànzǐ shāngwù
纺织品,fǎngzhīpǐn
挂钩,guàgōu
牛奶,niúnǎi
杜绝,dùjué
改制,gǎizhì
开花,kāihuā
军营,jūnyíng
茶叶,cháyè
储存,chǔcún
和数,héshù
减弱,jiǎnruò
挽救,wǎnjiù
从政,cóngzhèng
搬迁,bānqiān
外交官,wàijiāoguān
仆人,púrén
求实,qiúshí
文学家,wénxuéjiā
双双,shuāngshuāng
正经,zhèngjīng
表态,biǎotài
法师,fǎshī
恰当,qiàdàng
制片,zhìpiàn
身份证,shēnfènzhèng
烟草,yāncǎo
总和,zǒnghé
一角,yījiǎo
不在乎,bùzàihu
病房,bìngfáng
纽带,niǔdài
外电,wàidiàn
致辞,zhìcí
突破口,tūpòkǒu
水域,shuǐyù
毅然,yìrán
治学,zhìxué
在理,zàilǐ
头痛,tóutòng
从头,cóngtóu
多种经营,duōzhǒng jīngyíng
查询,cháxún
有种,yǒuzhǒng
脏病,zāngbìng
跳舞,tiàowǔ
先前,xiānqián
江河,jiānghé
悲痛,bēitòng
行星,xíngxīng
名声,míngshēng
救护,jiùhù
长篇小说,chángpiānxiǎoshuō
无非,wúfēi
注定,zhùdìng
切合,qièhé
专科,zhuānkē
儒家,rújiā
嗓子,sǎngzi
上马,shàngmǎ
无知,wúzhī
过重,guòzhòng
交会,jiāohuì
总收入,zǒngshōurù
拘留,jūliú
意识形态,yìshí xíngtài
年末,niánmò
一审,yīshěn
摸索,mōsuǒ
滚滚,gǔngǔn
时空,shíkōng
重心,zhòngxīn
和气,héqi
威力,wēilì
脑筋,nǎojīn
和约,héyuē
指望,zhǐwàng
请问,qǐngwèn
暗杀,ànshā
艺术品,yìshùpǐn
寻欢,xúnhuān
指南,zhǐnán
社会保险,shèhuì bǎoxiǎn
要强,yàoqiáng
降临,jiànglín
越是,yuèshì
住地,zhùdì
华夏,huáxià
况且,kuàngqiě
布雷,bùléi
纯洁,chúnjié
严打,yándǎ
设计师,shèjìshī
工人阶级,gōngrén jiējí
视线,shìxiàn
招收,zhāoshōu
实处,shíchù
国库,guókù
到任,dàorèn
峰会,fēnghuì
水质,shuǐzhì
学系,xuéxì
句子,jùzi
饥饿,jī'è
一瞬,yīshùn
中外合资,zhōngwài hézī
职业道德,zhíyè dàodé
不复,bùfù
弟兄,dìxiong
四人帮,sìrénbāng
内陆,nèilù
婆婆,pópo
多媒体,duōméitǐ
排队,páiduì
余地,yúdì
防线,fángxiàn
著作权,zhùzuòquán
外表,wàibiǎo
合一,héyī
困人,kùnrén
分化,fēnhuà
接力,jiēlì
理顺,lǐshùn
栏目,lánmù
双打,shuāngdǎ
五星,wǔxīng
世间,shìjiān
总工会,zǒnggōnghuì
大庆,dàqìng
新体,xīntǐ
信件,xìnjiàn
创始,chuàngshǐ
礼貌,lǐmào
外币,wàibì
娃娃,wáwa
长足,chángzú
质疑,zhìyí
归还,guīhuán
标本,biāoběn
幼儿园,yòu'éryuán
汇集,huìjí
名士,míngshì
纳粹,nàcuì
贬值,biǎnzhí
营地,yíngdì
动词,dòngcí
小时候,xiǎoshíhou
遇见,yùjiàn
苦苦,kǔkǔ
劳力,láolì
电池,diànchí
纪检,jìjiǎn
经济特区,jīngjì tèqū
美容,měiróng
文书,wénshū
星星,xīngxing
星星,xīngxīng
太极,tàijí
唱歌,chànggē
国家税,guójiāshuì
有的是,yǒudeshì
场景,chǎngjǐng
极力,jílì
回想,huíxiǎng
疗法,liáofǎ
种地,zhòngdì
开场,kāichǎng
车厢,chēxiāng
繁忙,fánmáng
域中,yùzhōng
冻结,dòngjié
装机,zhuāngjī
上层,shàngcéng
老人家,lǎorénjia
不计,bùjì
无聊,wúliáo
到期,dàoqī
掩盖,yǎngài
出发点,chūfādiǎn
放宽,fàngkuān
就任,jiùrèn
严禁,yánjìn
外文,wàiwén
兴奋剂,xīngfènjì
交警,jiāojǐng
迷人,mírén
商定,shāngdìng
大洋,dàyáng
护理,hùlǐ
车祸,chēhuò
亿万,yìwàn
不善,bùshàn
高压,gāoyā
票价,piàojià
亲友,qīnyǒu
小人,xiǎorén
泰山,tàishān
盗版,dàobǎn
增速,zēngsù
实习,shíxí
画展,huàzhǎn
广角,guǎngjiǎo
变迁,biànqiān
赞美,zànměi
军团,jūntuán
工部,gōngbù
俘虏,fúlǔ
同人,tóngrén
短篇,duǎnpiān
小儿,xiǎo'ér
改编,gǎibiān
唯有,wéiyǒu
秋季,qiūjì
当务之急,dāngwùzhījí
足迹,zújì
交界,jiāojiè
议决,yìjué
世界观,shìjièguān
想来,xiǎnglái
回应,huíyìng
两旁,liǎngpáng
教科书,jiàokēshū
无缘,wúyuán
启用,qǐyòng
教练员,jiàoliànyuán
大法,dàfǎ
老乡,lǎoxiāng
元旦,yuándàn
导师,dǎoshī
曝光,bàoguāng
敏锐,mǐnruì
流浪,liúlàng
维生素,wéishēngsù
市场机制,shìchǎng jīzhì
卧室,wòshì
表述,biǎoshù
物力,wùlì
茫茫,mángmáng
闪闪,shǎnshǎn
水流,shuǐliú
理发,lǐfà
弥漫,mímàn
芯片,xīnpiàn
入口,rùkǒu
热身,rèshēn
高雅,gāoyǎ
克隆,kèlóng
抵御,dǐyù
漫画,mànhuà
心脏病,xīnzàngbìng
凭证,píngzhèng
古怪,gǔguài
开眼,kāiyǎn
转入,zhuǎnrù
海面,hǎimiàn
非凡,fēifán
税率,shuìlǜ
选票,xuǎnpiào
常驻,chángzhù
高龄,gāolíng
压抑,yāyì
浓郁,nóngyù
备受,bèishòu
极度,jídù
交道,jiāodào
决定性,juédìngxìng
出口额,chūkǒu'é
上诉,shàngsù
庆典,qìngdiǎn
整改,zhěnggǎi
司法机关,sīfǎ jīguān
财物,cáiwù
乐园,lèyuán
调查报告,diàochá bàogào
蓄水,xùshuǐ
权限,quánxiàn
环球,huánqiú
物主,wùzhǔ
对口,duìkǒu
摄制,shèzhì
古迹,gǔjì
邪恶,xié'è
次要,cìyào
箱子,xiāngzi
荒山,huāngshān
命题,mìngtí
大米,dàmǐ
照样,zhàoyàng
疑似,yísì
风波,fēngbō
旋转,xuánzhuǎn
让步,ràngbù
当下,dāngxià
工农业,gōng-nóngyè
抗旱,kànghàn
并重,bìngzhòng
敬意,jìngyì
汽油,qìyóu
配额,pèi'é
剧场,jùchǎng
猜测,cāicè
民家,mínjiā
用语,yòngyǔ
标准化,biāozhǔnhuà
案例,ànlì
出入境,chū-rùjìng
到头,dàotóu
钦佩,qīnpèi
无能,wúnéng
尾巴,wěiba
极地,jídì
稍微,shāowēi
朴素,pǔsù
军事演习,jūnshì yǎnxí
亲手,qīnshǒu
桂冠,guìguān
强硬,qiángyìng
未曾,wèicéng
音响,yīnxiǎng
国际性,guójìxìng
常识,chángshí
教导,jiàodǎo
有线,yǒuxiàn
脂肪,zhīfáng
考证,kǎozhèng
视觉,shìjué
亲王,qīnwáng
文教,wénjiào
远东,yuǎndōng
用药,yòngyào
水分,shuǐfèn
制服,zhìfú
银子,yínzi
捍卫,hànwèi
生病,shēngbìng
思潮,sīcháo
富于,fùyú
穷人,qióngrén
灾情,zāiqíng
资方,zīfāng
飞跃,fēiyuè
拖拉,tuōlā
政变,zhèngbiàn
联谊,liányì
富强,fùqiáng
守法,shǒufǎ
电工,diàngōng
手表,shǒubiǎo
并列,bìngliè
国际象棋,guójì xiàngqí
行者,xíngzhě
下头,xiàtou
悲伤,bēishāng
宪章,xiànzhāng
敌对,díduì
上天,shàngtiān
基本建设,jīběn jiànshè
改正,gǎizhèng
陈旧,chénjiù
礼品,lǐpǐn
萎缩,wěisuō
收缴,shōujiǎo
手脚,shǒujiǎo
预警,yùjǐng
右翼,yòuyì
糟糕,zāogāo
价钱,jiàqián
防卫,fángwèi
首场,shǒuchǎng
江流,jiāngliú
国税,guóshuì
互动,hùdòng
名气,míngqì
推测,tuīcè
笔下,bǐxià
汉字,hànzì
宣誓,xuānshì
盟军,méngjūn
万物,wànwù
容忍,róngrěn
后继,hòujì
精华,jīnghuá
字样,zìyàng
白糖,báitáng
协同,xiétóng
中止,zhōngzhǐ
亲和,qīnhé
原地,yuándì
损坏,sǔnhuài
环境污染,huánjìng wūrǎn
分手,fēnshǒu
游资,yóuzī
集合,jíhé
弱点,ruòdiǎn
卫兵,wèibīng
不比,bùbǐ
追踪,zhuīzōng
田野,tiányě
后退,hòutuì
医师,yīshī
会所,huìsuǒ
采集,cǎijí
关节,guānjié
当家,dāngjiā
一伙儿,yīhuǒr
并处,bìngchǔ
内需,nèixū
一回事,yīhuíshì
打假,dǎjiǎ
出名,chūmíng
做工,zuògōng
奠基,diànjī
月光,yuèguāng
出海,chūhǎi
和平共处,hépíng-gòngchǔ
并举,bìngjǔ
购置,gòuzhì
相传,xiāngchuán
驱动,qūdòng
老先生,lǎoxiānsheng
天鹅,tiān'é
选定,xuǎndìng
父子,fùzǐ
步兵,bùbīng
交战,jiāozhàn
美德,měidé
狭窄,xiázhǎi
圈子,quānzi
版权,bǎnquán
架子,jiàzi
单方面,dānfāngmiàn
订货,dìnghuò
交接,jiāojiē
出卖,chūmài
歌手,gēshǒu
专著,zhuānzhù
下人,xiàrén
吸毒,xīdú
嘴巴,zuǐba
再三,zàisān
专机,zhuānjī
学艺,xuéyì
河道,hédào
心事,xīnshì
入党,rùdǎng
乐意,lèyì
标语,biāoyǔ
伤员,shāngyuán
人际,rénjì
攀登,pāndēng
购销,gòuxiāo
赞叹,zàntàn
放映,fàngyìng
测算,cèsuàn
咳嗽,késou
白白,báibái
女单,nǚdān
严谨,yánjǐn
演说,yǎnshuō
直线,zhíxiàn
相遇,xiāngyù
名著,míngzhù
深知,shēnzhī
繁重,fánzhòng
有变,yǒubiàn
一如既往,yīrú-jìwǎng
投标,tóubiāo
渔民,yúmín
满面,mǎnmiàn
好学,hàoxué
沙滩,shātān
合力,hélì
天使,tiānshǐ
得力,délì
有空,yǒukòng
张开,zhāngkāi
停产,tíngchǎn
好心,hǎoxīn
拜访,bàifǎng
告知,gàozhī
焕发,huànfā
山村,shāncūn
骑兵,qíbīng
朝廷,cháotíng
快要,kuàiyào
吸纳,xīnà
猛增,měngzēng
火星,huǒxīng
简介,jiǎnjiè
篇章,piānzhāng
熟练,shúliàn
宏大,hóngdà
损伤,sǔnshāng
中立,zhōnglì
头目,tóumù
就地,jiùdì
作案,zuò'àn
完备,wánbèi
的哥,dīgē
大雪,dàxuě
狮子,shīzi
列举,lièjǔ
微弱,wēiruò
报国,bàoguó
传授,chuánshòu
动情,dòngqíng
这般,zhèbān
功率,gōnglǜ
个案,gè'àn
功效,gōngxiào
文本,wénběn
凝视,níngshì
泉水,quánshuǐ
复活,fùhuó
关头,guāntóu
会计师,kuàijìshī
出声,chūshēng
克制,kèzhì
逃跑,táopǎo
发送,fāsong
发送,fāsòng
七一,qī-yī
美妙,měimiào
可知,kězhī
覆盖率,fùgàilǜ
付款,fùkuǎn
修正案,xiūzhèng'àn
穿越,chuānyuè
确信,quèxìn
盆地,péndì
礼仪,lǐyí
恰好,qiàhǎo
出版物,chūbǎnwù
高涨,gāozhǎng
新月,xīnyuè
正气,zhèngqì
回族,huízú
理科,lǐkē
报表,bàobiǎo
吉祥,jíxiáng
厌恶,yànwù
掩护,yǎnhù
蓝图,lántú
零部件,líng-bùjiàn
终生,zhōngshēng
资讯,zīxùn
手持,shǒuchí
橡胶,xiàngjiāo
任教,rènjiào
言和,yánhé
少将,shàojiàng
水土流失,shuǐtǔ liúshī
罪名,zuìmíng
中青年,zhōng-qīngnián
中医药,zhōngyīyào
测定,cèdìng
瓦斯,wǎsī
在即,zàijí
称呼,chēnghu
力行,lìxíng
统一战线,tǒngyī zhànxiàn
光大,guāngdà
连年,liánnián
协力,xiélì
讲解,jiǎngjiě
果树,guǒshù
原文,yuánwén
学费,xuéfèi
好些,hǎoxiē
揭幕,jiēmù
中资,zhōngzī
严惩,yánchéng
改良,gǎiliáng
精盐,jīngyán
遍地,biàndì
假定,jiǎdìng
攀升,pānshēng
金奖,jīnjiǎng
搜寻,sōuxún
远程,yuǎnchéng
兼顾,jiāngù
药材,yàocái
合唱,héchàng
隐蔽,yǐnbì
光照,guāngzhào
悄然,qiǎorán
力保,lìbǎo
炮弹,pàodàn
诈骗,zhàpiàn
禁毒,jìndú
法语,fǎyǔ
矿业,kuàngyè
壮观,zhuàngguān
打倒,dǎdǎo
南下,nánxià
日用,rìyòng
求全,qiúquán
专员,zhuānyuán
城墙,chéngqiáng
农机,nóngjī
案子,ànzi
终结,zhōngjié
实惠,shíhuì
驾驶员,jiàshǐyuán
接纳,jiēnà
系统工程,xìtǒng gōngchéng
琢磨,zhuómó
护照,hùzhào
交火,jiāohuǒ
睡眠,shuìmián
增长点,zēngzhǎngdiǎn
罪案,zuì'àn
如其,rúqí
读物,dúwù
商品经济,shāngpǐn jīngjì
分数,fēnshù
上校,shàngxiào
空运,kōngyùn
播种,bōzhòng
播种,bōzhǒng
有点儿,yǒudiǎnr
肉体,ròutǐ
法则,fǎzé
防空,fángkōng
时髦,shímáo
良种,liángzhǒng
物质文明,wùzhì wénmíng
后边,hòubian
译本,yìběn
出差,chūchāi
见得,jiàndé
配件,pèijiàn
虐待,nüèdài
不至于,bùzhìyú
煤气,méiqì
吞吐,tūntǔ
长寿,chángshòu
反对党,fǎnduìdǎng
长度,chángdù
总监,zǒngjiān
上缴,shàngjiǎo
出水,chūshuǐ
独具,dújù
支书,zhīshū
机器人,jīqìrén
求得,qiúdé
精明,jīngmíng
家法,jiāfǎ
交替,jiāotì
古籍,gǔjí
可行性,kěxíngxìng
贩卖,fànmài
交响乐,jiāoxiǎngyuè
去就,qùjiù
服务员,fúwùyuán
福尔摩斯,fú'ěrmósī
弹性,tánxìng
师资,shīzī
力图,lìtú
船长,chuánzhǎng
马列,mǎliè
至上,zhìshàng
名城,míngchéng
终点,zhōngdiǎn
宝石,bǎoshí
边疆,biānjiāng
比价,bǐjià
谋杀,móushā
女生,nǚshēng
预见,yùjiàn
开学,kāixué
有情,yǒuqíng
城市化,chéngshìhuà
地学,dìxué
接替,jiētì
掩饰,yǎnshì
税费,shuìfèi
获利,huòlì
事态,shìtài
因地制宜,yīndì-zhìyí
冷笑,lěngxiào
楚楚,chǔchǔ
明智,míngzhì
卫国,wèiguó
掌柜,zhǎngguì
往返,wǎngfǎn
里外,lǐwài
界定,jièdìng
扰乱,rǎoluàn
清算,qīngsuàn
本部,běnbù
佩服,pèifú
指点,zhǐdiǎn
夸张,kuāzhāng
芝麻,zhīma
自主权,zìzhǔquán
愚蠢,yúchǔn
食堂,shítáng
机动车,jīdòngchē
人生观,rénshēngguān
并存,bìngcún
主政,zhǔzhèng
内务,nèiwù
轮流,lúnliú
江山,jiāngshān
节水,jiéshuǐ
不正之风,bùzhèngzhīfēng
日产,rìchǎn
器械,qìxiè
相撞,xiāngzhuàng
提示,tíshì
泡沫,pàomò
疲惫,píbèi
政工,zhènggōng
温室,wēnshì
年产值,niánchǎnzhí
远方,yuǎnfāng
首发,shǒufā
连任,liánrèn
始发,shǐfā
道教,dàojiào
涉外,shèwài
苦恼,kǔnǎo
开除,kāichú
起床,qǐchuáng
察看,chákàn
宽容,kuānróng
老一辈,lǎoyībèi
由衷,yóuzhōng
大年,dànián
星级,xīngjí
医治,yīzhì
自治县,zìzhìxiàn
陛下,bìxià
伤势,shāngshì
宽阔,kuānkuò
要不是,yàobushì
安心,ānxīn
中选,zhòngxuǎn
保管,bǎoguǎn
出乎,chūhū
捕捉,bǔzhuō
三星,sānxīng
心声,xīnshēng
寄托,jìtuō
阁下,géxià
国事访问,guóshì fǎngwèn
黑夜,hēiyè
电线,diànxiàn
化名,huàmíng
教科文组织,jiào-kē-wén zǔzhī
一任,yīrèn
明人,míngrén
归纳,guīnà
拳击,quánjī
看重,kànzhòng
可口,kěkǒu
联欢,liánhuān
治愈,zhìyù
革命家,gémìngjiā
信用卡,xìnyòngkǎ
脱颖而出,tuōyǐng'érchū
理应,lǐyīng
神气,shénqì
住宿,zhùsù
典范,diǎnfàn
流氓,liúmáng
赌博,dǔbó
全程,quánchéng
蝴蝶,húdié
间谍,jiàndié
技艺,jìyì
开局,kāijú
三资企业,sānzī qǐyè
雇员,gùyuán
无条件,wútiáojiàn
会风,huìfēng
难关,nánguān
地毯,dìtǎn
不和,bùhé
热衷,rèzhōng
热水,rèshuǐ
如意,rúyì
篇幅,piānfu
深沉,shēnchén
细则,xìzé
决战,juézhàn
违章,wéizhāng
悬挂,xuánguà
交锋,jiāofēng
微型,wēixíng
全力以赴,quánlìyǐfù
学派,xuépài
小龙,xiǎolóng
合影,héyǐng
成名,chéngmíng
坐落,zuòluò
实说,shíshuō
总指挥,zǒngzhǐhuī
倒塌,dǎotā
路线图,lùxiàntú
士气,shìqì
周到,zhōudào
牧师,mùshī
客流,kèliú
诚挚,chéngzhì
国门,guómén
细心,xìxīn
瘫痪,tānhuàn
异地,yìdì
频率,pínlǜ
珠宝,zhūbǎo
暴风,bàofēng
专制,zhuānzhì
化妆品,huàzhuāngpǐn
老汉,lǎohàn
堵塞,dǔsè
要点,yàodiǎn
美化,měihuà
感冒,gǎnmào
整套,zhěngtào
通向,tōngxiàng
面具,miànjù
完好,wánhǎo
隐瞒,yǐnmán
迫害,pòhài
稍有,shāoyǒu
闪光,shǎnguāng
柴油,cháiyóu
已知,yǐzhī
思议,sīyì
可信,kěxìn
衣裳,yīshang
脑海,nǎohǎi
青山,qīngshān
菜篮子,càilánzi
侮辱,wǔrǔ
机械化,jīxièhuà
上行,shàngxíng
正视,zhèngshì
评议,píngyì
运河,yùnhé
伯爵,bójué
搜查,sōuchá
无名,wúmíng
历年,lìnián
民团,míntuán
交纳,jiāonà
宝贝,bǎobèi
宁愿,nìngyuàn
求职,qiúzhí
代理人,dàilǐrén
立时,lìshí
能动,néngdòng
统统,tǒngtǒng
关中,guānzhōng
构思,gòusī
得罪,dézuì
连同,liántóng
深信,shēnxìn
网页,wǎngyè
疲倦,píjuàn
国语,guóyǔ
凶手,xiōngshǒu
做生意,zuòshēngyi
宣读,xuāndú
金色,jīnsè
起火,qǐhuo
起火,qǐhuǒ
阵子,zhènzi
金黄,jīnhuáng
滚动,gǔndòng
怀孕,huáiyùn
发誓,fāshì
信托,xìntuō
阐明,chǎnmíng
断定,duàndìng
订单,dìngdān
经纪人,jīngjìrén
书刊,shūkān
路过,lùguò
皮鞋,píxié
学社,xuéshè
打败,dǎbài
抽样,chōuyàng
辣椒,làjiāo
看病,kànbìng
品格,pǐngé
制造商,zhìzàoshāng
出击,chūjī
正常化,zhèngchánghuà
着实,zhuóshí
偏见,piānjiàn
碰撞,pèngzhuàng
弊端,bìduān
不知不觉,bùzhī-bùjué
分泌,fēnmì
胜地,shèngdì
赶赴,gǎnfù
微观,wēiguān
色情,sèqíng
心动,xīndòng
体质,tǐzhì
超前,chāoqián
但愿,dànyuàn
劫持,jiéchí
离退休,lí-tuìxiū
定居点,dìngjūdiǎn
现时,xiànshí
河边,hébiān
影院,yǐngyuàn
胜负,shèngfù
要得,yàodé
温馨,wēnxīn
公交,gōngjiāo
各式,gèshì
会审,huìshěn
国际惯例,guójì guànlì
家务,jiāwù
外在,wàizài
接管,jiēguǎn
自学,zìxué
扣除,kòuchú
反馈,fǎnkuì
无从,wúcóng
猖獗,chāngjué
成群,chéngqún
曲线,qūxiàn
坚持不懈,jiānchí-bùxiè
合计,héjì
合计,héji
伤口,shāngkǒu
大红,dàhóng
核电站,hédiànzhàn
报告会,bàogàohuì
把头,bǎtóu
国书,guóshū
创意,chuàngyì
体育运动,tǐyù yùndòng
不可思议,bùkě-sīyì
原告,yuángào
相声,xiàngsheng
精细,jīngxì
高贵,gāoguì
春运,chūnyùn
国歌,guógē
少许,shǎoxǔ
使劲,shǐjìn
商户,shānghù
变幻,biànhuàn
透明度,tòumíngdù
同仁,tóngrén
未成年人,wèichéngniánrén
下调,xiàtiáo
面粉,miànfěn
自来水,zìláishuǐ
公关,gōngguān
主席团,zhǔxítuán
先天,xiāntiān
生活费,shēnghuófèi
船员,chuányuán
品位,pǐnwèi
用作,yòngzuò
拖延,tuōyán
油气,yóuqì
去向,qùxiàng
山顶,shāndǐng
何等,héděng
卓有成效,zhuóyǒu-chéngxiào
大难,dànàn
特困,tèkùn
不力,bùlì
分量,fènliàng
感触,gǎnchù
上流,shàngliú
要职,yàozhí
招牌,zhāopai
奔波,bēnbō
省会,shěnghuì
废弃,fèiqì
核实,héshí
执教,zhíjiào
出头,chūtóu
观察员,guāncháyuán
附加值,fùjiāzhí
火山,huǒshān
并用,bìngyòng
转播,zhuǎnbō
坦率,tǎnshuài
法令,fǎlìng
丰硕,fēngshuò
作对,zuòduì
丑闻,chǒuwén
周密,zhōumì
专栏,zhuānlán
抽调,chōudiào
马拉松,mǎlāsōng
腹地,fùdì
君主,jūnzhǔ
